listing_id,date
85109,2013-07-08
85109,2013-07-14
85109,2013-07-28
85109,2013-08-13
85109,2013-09-03
85109,2013-09-25
85109,2013-10-14
85109,2013-10-19
85109,2013-10-22
85109,2013-10-29
85109,2013-10-31
85109,2013-11-12
85109,2013-11-16
85109,2013-11-18
85109,2013-11-26
85109,2013-12-02
85109,2013-12-12
85109,2013-12-19
85109,2013-12-30
85109,2013-12-31
85109,2014-01-04
85109,2014-01-11
85109,2014-03-31
85109,2014-04-28
85109,2014-05-16
85109,2014-05-30
85109,2014-05-31
85109,2014-06-10
85109,2014-06-21
85109,2014-07-04
85109,2014-07-06
85109,2014-07-12
85109,2014-07-14
85109,2014-07-17
85109,2014-07-20
85109,2014-07-22
85109,2014-07-23
85109,2014-08-04
85109,2014-08-09
85109,2014-08-12
85109,2014-08-15
85109,2014-08-19
85109,2014-08-25
85109,2014-08-27
85109,2014-08-30
85109,2014-09-15
85109,2014-09-17
85109,2014-09-28
85109,2014-10-10
85109,2014-10-13
85109,2014-10-17
85109,2014-10-30
85109,2014-11-02
85109,2014-11-07
85109,2014-11-16
85109,2014-11-18
85109,2014-11-21
85109,2014-11-23
85109,2014-11-30
85109,2014-12-04
85109,2014-12-06
85109,2014-12-08
85109,2014-12-12
85109,2014-12-28
85109,2015-01-04
85109,2015-01-07
85109,2015-02-02
85109,2015-02-08
85109,2015-02-15
85109,2015-02-22
85109,2015-03-01
85109,2015-03-11
85109,2015-03-13
85109,2015-03-22
85109,2015-04-05
85109,2015-04-10
85109,2015-04-14
85109,2015-04-17
85109,2015-04-21
85109,2015-05-03
85109,2015-05-07
85109,2015-05-10
85109,2015-05-17
85109,2015-05-20
85109,2015-05-23
85109,2015-05-28
85109,2015-06-04
85109,2015-06-08
85109,2015-06-12
85109,2015-06-14
85109,2015-06-16
85109,2015-06-23
85109,2015-06-28
85109,2015-07-03
85109,2015-07-05
85109,2015-07-07
85109,2015-07-12
85109,2015-07-14
85109,2015-07-18
85109,2015-07-20
85109,2015-07-27
85109,2015-08-10
85109,2015-08-16
85109,2015-08-23
85109,2015-08-30
85109,2015-09-04
85109,2015-09-07
85109,2015-09-13
85109,2015-10-02
85109,2015-10-09
85109,2015-10-11
85109,2015-10-15
85109,2015-10-22
85109,2015-10-29
85109,2015-11-02
85109,2015-11-06
85109,2015-12-03
85109,2015-12-09
85109,2015-12-13
85109,2015-12-18
85109,2015-12-20
85109,2015-12-31
85109,2016-01-02
85109,2016-02-13
85109,2016-02-14
85109,2016-02-26
85109,2016-02-28
85109,2016-03-06
85109,2016-03-15
85109,2016-03-17
85109,2016-03-23
85109,2016-04-02
85109,2016-04-06
85109,2016-04-07
85109,2016-04-14
85109,2016-04-24
85109,2016-04-28
85109,2016-05-02
85109,2016-05-07
85109,2016-05-08
85109,2016-05-11
85109,2016-05-22
85109,2016-05-26
85109,2016-05-30
85109,2016-06-02
85109,2016-06-05
85109,2016-06-06
85109,2016-06-10
85109,2016-06-14
85109,2016-06-19
85109,2016-06-21
85109,2016-07-02
85109,2016-07-03
85109,2016-07-11
85109,2016-07-18
85109,2016-07-22
85109,2016-07-23
85109,2016-07-27
85109,2016-07-31
85109,2016-08-04
85109,2016-08-14
85109,2016-08-22
85109,2016-08-25
85109,2016-08-29
85109,2016-09-02
85109,2016-09-22
85109,2016-09-25
85109,2016-09-30
85109,2016-10-06
85109,2016-10-11
85109,2016-10-12
85109,2016-10-16
85109,2016-10-19
85109,2016-10-22
85109,2016-10-30
85109,2016-11-04
85109,2016-11-06
85109,2016-11-10
85109,2016-11-14
85109,2016-11-18
85109,2016-11-20
85109,2016-11-24
85109,2016-11-27
85109,2016-12-02
85109,2016-12-04
85109,2016-12-06
85109,2016-12-10
85109,2016-12-27
85109,2016-12-29
85109,2017-01-02
85109,2017-01-06
85109,2017-01-16
85109,2017-01-22
85109,2017-02-01
85109,2017-02-03
85109,2017-02-05
85109,2017-02-07
85109,2017-02-13
85109,2017-03-05
85109,2017-03-19
85109,2017-03-26
85109,2017-04-05
85109,2017-04-10
85109,2017-04-16
85109,2017-04-23
85109,2017-04-30
85109,2017-05-03
85109,2017-05-07
85109,2017-05-18
85109,2017-05-21
85109,2017-05-24
85109,2017-05-28
85109,2017-06-01
85109,2017-06-04
85109,2017-06-08
85109,2017-06-12
85109,2017-06-15
85109,2017-06-21
85109,2017-06-25
85109,2017-06-29
85109,2017-07-06
85109,2017-07-08
85109,2017-07-10
85109,2017-07-15
85109,2017-07-20
85109,2017-07-29
85109,2017-08-06
85109,2017-08-14
85109,2017-08-18
85109,2017-08-27
85109,2017-09-03
85109,2017-09-07
85109,2017-09-11
85109,2017-09-18
85109,2017-09-24
85109,2017-09-29
85109,2017-10-02
85109,2017-10-04
85109,2017-10-08
85109,2017-10-13
85109,2017-10-19
85109,2017-10-23
85109,2017-10-27
85109,2017-10-29
85109,2017-11-01
85109,2017-11-05
85109,2017-11-10
85109,2017-11-16
85109,2017-11-19
85109,2017-11-22
85109,2017-11-26
85109,2017-12-01
85109,2017-12-07
85109,2017-12-10
85109,2017-12-12
85109,2017-12-16
85109,2017-12-23
85109,2018-01-14
85109,2018-01-16
85109,2018-01-18
85109,2018-01-26
85109,2018-02-05
85109,2018-02-09
85109,2018-02-12
85109,2018-02-19
85109,2018-02-23
85109,2018-02-25
85109,2018-03-05
85109,2018-03-11
85109,2018-03-25
85109,2018-04-02
85109,2018-04-08
85109,2018-04-20
85109,2018-04-29
85109,2018-05-07
85109,2018-05-11
85109,2018-05-13
85109,2018-05-16
85109,2018-05-24
85109,2018-05-26
85109,2018-05-28
85109,2018-06-03
85109,2018-06-08
85109,2018-06-10
85109,2018-06-12
85109,2018-06-16
85109,2018-06-18
85109,2018-06-20
85109,2018-06-29
85109,2018-07-02
85109,2018-07-06
85109,2018-07-10
85109,2018-07-15
85109,2018-07-27
85109,2018-07-29
85109,2018-08-05
85109,2018-08-19
85109,2018-09-07
85109,2018-09-09
85109,2018-09-17
85109,2018-09-24
85109,2018-09-27
85109,2018-09-30
85109,2018-10-14
85109,2018-10-21
85109,2018-10-26
85109,2018-10-29
85109,2018-11-04
85109,2018-11-08
85109,2018-11-11
85109,2018-11-16
85109,2018-11-18
85109,2018-11-21
85109,2018-11-26
85109,2018-12-09
85109,2018-12-15
85109,2018-12-23
85109,2018-12-30
85109,2019-01-03
85109,2019-01-18
85109,2019-01-20
85109,2019-02-15
85109,2019-02-17
85109,2019-03-03
85109,2019-03-24
85109,2019-03-31
85109,2019-04-04
85109,2019-04-07
85109,2019-04-12
85109,2019-04-14
85109,2019-04-21
85109,2019-04-23
85109,2019-04-28
85109,2019-05-05
85109,2019-05-13
85109,2019-05-18
85109,2019-05-21
85109,2019-05-26
85109,2019-05-30
85109,2019-06-02
85109,2019-06-14
85109,2019-06-20
85109,2019-06-23
85109,2019-06-29
85109,2019-07-03
85109,2019-07-07
85109,2019-07-21
85109,2019-07-28
85109,2019-08-04
85109,2019-08-11
85109,2019-08-15
85109,2019-08-18
85109,2019-09-07
85109,2019-10-01
85109,2019-10-20
85109,2019-10-31
85109,2019-11-10
85109,2019-11-14
85109,2019-11-17
85109,2019-11-24
85109,2019-12-02
85109,2019-12-09
85109,2019-12-12
85109,2019-12-15
85109,2019-12-22
85109,2019-12-28
85109,2020-01-10
85109,2020-02-02
85109,2020-02-09
85109,2020-02-17
85109,2020-02-23
85109,2020-03-08
85109,2020-03-16
283495,2015-04-26
283495,2015-07-04
283495,2015-11-16
283495,2016-06-13
283495,2016-06-17
283495,2016-06-20
283495,2017-02-19
283495,2017-04-06
283495,2018-06-11
283495,2018-08-05
299194,2012-04-08
299194,2012-06-11
299194,2012-06-20
299194,2012-10-15
299194,2013-05-07
299194,2013-05-28
299194,2013-06-15
299194,2013-06-20
299194,2013-07-07
299194,2013-07-16
299194,2013-07-22
299194,2013-09-30
299194,2013-10-05
299194,2013-10-21
299194,2013-12-22
299194,2014-01-03
299194,2014-01-06
299194,2014-01-18
299194,2014-01-27
299194,2014-02-02
299194,2014-02-13
299194,2014-02-23
299194,2014-02-24
299194,2014-03-03
299194,2014-03-17
299194,2014-03-24
299194,2014-04-07
299194,2014-06-08
299194,2014-06-10
299194,2014-06-15
299194,2014-07-05
299194,2014-07-09
299194,2014-07-13
299194,2014-07-14
299194,2014-07-20
299194,2014-07-22
299194,2014-07-24
299194,2014-07-25
299194,2014-08-02
299194,2014-08-06
299194,2014-08-11
299194,2014-08-22
299194,2014-08-23
299194,2014-08-24
299194,2014-08-26
299194,2014-08-28
299194,2014-09-11
299194,2014-09-14
299194,2014-09-16
299194,2014-09-22
299194,2014-09-28
299194,2014-09-29
299194,2014-10-23
299194,2014-10-26
299194,2014-10-29
299194,2014-11-02
299194,2014-11-12
299194,2014-11-16
299194,2014-12-01
299194,2014-12-17
299194,2014-12-28
299194,2015-01-01
299194,2015-01-03
299194,2015-01-05
299194,2015-01-11
299194,2015-02-09
299194,2015-03-09
299194,2015-03-16
299194,2015-04-06
299194,2015-04-07
299194,2015-04-12
299194,2015-04-17
299194,2015-04-19
299194,2015-04-25
299194,2015-04-27
299194,2015-05-04
299194,2015-05-15
299194,2015-05-23
299194,2015-05-24
299194,2015-05-28
299194,2015-05-30
299194,2015-05-31
299194,2015-06-15
299194,2015-06-16
299194,2015-06-22
299194,2015-06-26
299194,2015-07-01
299194,2015-07-04
299194,2015-07-06
299194,2015-07-12
299194,2015-07-14
299194,2015-07-15
299194,2015-07-16
299194,2015-07-25
299194,2015-07-26
299194,2015-07-28
299194,2015-07-31
299194,2015-08-01
299194,2015-08-02
299194,2015-08-11
299194,2015-08-14
299194,2015-08-16
299194,2015-08-21
299194,2015-08-23
299194,2015-08-25
299194,2015-08-31
299194,2015-09-07
299194,2015-09-15
299194,2015-09-17
299194,2015-09-27
299194,2015-09-28
299194,2015-10-04
299194,2015-10-11
299194,2015-10-25
299194,2015-11-04
299194,2015-11-16
299194,2015-11-23
299194,2015-11-29
299194,2015-12-06
299194,2015-12-11
299194,2015-12-24
299194,2015-12-27
299194,2015-12-31
299194,2016-01-02
299194,2016-01-04
299194,2016-01-22
299194,2016-01-24
299194,2016-02-14
299194,2016-02-28
299194,2016-03-30
299194,2016-06-20
299194,2016-09-09
299194,2016-09-18
299194,2016-09-19
299194,2016-10-02
299194,2016-10-10
299194,2016-10-16
299194,2016-11-10
299194,2016-11-25
299194,2016-11-27
299194,2016-12-04
299194,2016-12-08
299194,2016-12-11
299194,2016-12-25
299194,2016-12-28
299194,2016-12-29
299194,2017-01-01
299194,2017-01-02
299194,2017-01-29
299194,2017-02-12
299194,2017-02-15
299194,2017-02-26
299194,2017-04-08
299194,2017-04-09
299194,2017-04-16
299194,2017-04-30
299194,2017-05-11
299194,2017-05-15
299194,2017-05-18
299194,2017-05-21
299194,2017-05-31
299194,2017-06-01
299194,2017-06-04
299194,2017-06-11
299194,2017-06-17
299194,2017-06-22
299194,2017-06-29
299194,2017-07-11
299194,2017-07-23
299194,2017-07-30
299194,2017-07-31
299194,2017-08-02
299194,2017-08-04
299194,2017-08-05
299194,2017-08-08
299194,2017-08-09
299194,2017-08-10
299194,2017-08-12
299194,2017-08-13
299194,2017-08-17
299194,2017-08-19
299194,2017-08-20
299194,2017-08-28
299194,2017-08-31
299194,2017-09-03
299194,2017-09-10
299194,2017-09-18
299194,2017-09-24
299194,2017-10-02
299194,2017-10-24
299194,2017-10-29
299194,2017-11-05
299194,2017-11-12
299194,2017-11-19
299194,2017-11-26
299194,2017-12-06
299194,2017-12-10
299194,2017-12-28
299194,2017-12-29
299194,2018-01-01
299194,2018-01-02
299194,2018-01-21
299194,2018-03-04
299194,2018-03-18
299194,2018-04-01
299194,2018-04-02
299194,2018-04-08
299194,2018-04-10
299194,2018-04-15
299194,2018-04-23
299194,2018-05-20
299194,2018-05-28
299194,2018-05-29
299194,2018-06-08
299194,2018-06-09
299194,2018-06-10
299194,2018-06-17
299194,2018-07-04
299194,2018-07-06
299194,2018-07-08
299194,2018-07-16
299194,2018-07-22
299194,2018-07-30
299194,2018-08-03
299194,2018-08-09
299194,2018-08-21
299194,2018-08-24
299194,2018-08-31
299194,2018-09-16
299194,2018-10-07
299194,2018-10-23
299194,2018-10-28
299194,2018-11-19
299194,2018-12-30
299194,2019-01-01
299194,2019-03-30
299194,2019-04-08
299194,2019-05-05
299194,2019-05-23
299194,2019-05-31
299194,2019-06-14
299194,2019-06-29
299194,2019-07-08
299194,2019-07-14
299194,2019-08-09
299194,2019-08-26
299194,2019-09-08
299194,2019-09-15
299194,2019-10-26
299194,2019-10-28
299194,2019-12-01
299194,2020-01-19
299194,2020-02-04
299194,2020-02-16
299194,2020-04-02
310742,2012-01-31
310742,2012-02-03
310742,2012-05-01
310742,2012-07-02
310742,2012-09-17
310742,2012-10-01
310742,2012-11-26
310742,2012-12-03
310742,2012-12-11
310742,2012-12-21
310742,2013-06-17
310742,2013-06-24
310742,2013-07-22
310742,2013-09-30
310742,2013-10-25
310742,2014-01-14
310742,2014-04-03
310742,2014-04-07
310742,2014-07-03
310742,2016-01-03
310742,2016-03-26
310742,2016-03-27
310742,2016-05-13
310742,2016-05-22
310742,2016-05-27
310742,2016-05-28
310742,2016-06-04
310742,2016-06-06
310742,2016-06-07
310742,2016-06-14
310742,2016-06-18
310742,2016-07-11
310742,2016-07-16
310742,2016-07-18
310742,2016-07-23
310742,2016-07-30
310742,2016-07-31
310742,2016-08-06
310742,2016-08-10
310742,2016-08-22
310742,2016-08-29
310742,2016-09-23
310742,2016-09-27
310742,2016-10-02
310742,2016-10-06
310742,2016-10-08
310742,2016-10-09
310742,2016-11-13
310742,2016-11-23
310742,2016-11-28
310742,2016-12-04
310742,2017-01-30
310742,2017-02-13
310742,2017-03-05
310742,2017-03-12
310742,2017-04-02
310742,2017-04-08
310742,2017-04-09
310742,2017-06-24
310742,2017-07-02
310742,2017-07-05
310742,2017-09-06
310742,2018-01-05
310742,2018-01-12
332580,2012-09-21
332580,2012-09-28
332580,2012-10-05
332580,2012-11-02
332580,2012-11-23
332580,2012-11-25
332580,2012-12-06
332580,2012-12-11
332580,2012-12-30
332580,2013-01-18
332580,2013-01-26
332580,2013-02-02
332580,2013-02-11
332580,2013-02-12
332580,2013-02-20
332580,2013-02-26
332580,2013-03-01
332580,2013-03-07
332580,2013-03-22
332580,2013-05-13
332580,2013-05-19
332580,2013-06-14
332580,2013-06-16
332580,2013-06-20
332580,2013-06-21
332580,2013-06-24
332580,2013-07-08
332580,2013-07-10
332580,2013-07-15
332580,2013-07-18
332580,2013-08-17
332580,2013-09-01
332580,2013-09-05
332580,2013-09-06
332580,2013-09-09
332580,2013-09-13
332580,2013-09-14
332580,2013-09-16
332580,2013-09-19
332580,2013-09-23
332580,2013-09-27
332580,2013-09-29
332580,2013-09-30
332580,2013-10-03
332580,2013-10-04
332580,2013-10-06
332580,2013-10-07
332580,2013-10-11
332580,2013-10-13
332580,2013-10-14
332580,2013-10-21
332580,2013-10-22
332580,2013-10-27
332580,2013-10-28
332580,2013-10-31
332580,2013-11-02
332580,2013-11-04
332580,2013-11-12
332580,2013-11-15
332580,2013-11-19
332580,2013-11-22
332580,2013-12-02
332580,2013-12-06
332580,2013-12-09
332580,2013-12-14
332580,2013-12-16
332580,2013-12-20
332580,2013-12-23
332580,2014-01-02
332580,2014-01-11
332580,2014-01-18
332580,2014-01-19
332580,2014-01-20
332580,2014-01-22
332580,2014-01-27
332580,2014-02-02
332580,2014-02-28
332580,2014-03-03
332580,2014-03-07
332580,2014-03-10
332580,2014-03-13
332580,2014-03-15
332580,2014-03-17
332580,2014-03-22
332580,2014-03-23
332580,2014-03-25
332580,2014-03-28
332580,2014-03-31
332580,2014-04-03
332580,2014-04-04
332580,2014-04-07
332580,2014-04-14
332580,2014-04-15
332580,2014-04-17
332580,2014-04-21
332580,2014-04-25
332580,2014-04-29
332580,2014-04-30
332580,2014-05-02
332580,2014-05-05
332580,2014-05-11
332580,2014-05-12
332580,2014-05-19
332580,2014-05-24
332580,2014-05-25
332580,2014-05-26
332580,2014-05-29
332580,2014-05-31
332580,2014-06-01
332580,2014-06-02
332580,2014-06-03
332580,2014-06-06
332580,2014-06-10
332580,2014-06-12
332580,2014-06-13
332580,2014-06-15
332580,2014-06-16
332580,2014-06-23
332580,2014-06-25
332580,2014-06-30
332580,2014-07-06
332580,2014-07-07
332580,2014-07-10
332580,2014-07-13
332580,2014-07-14
332580,2014-07-18
332580,2014-07-20
332580,2014-07-22
332580,2014-07-24
332580,2014-07-25
332580,2014-08-03
332580,2014-08-04
332580,2014-08-06
332580,2014-08-07
332580,2014-08-08
332580,2014-09-08
332580,2014-10-19
332580,2014-10-22
332580,2014-11-03
332580,2014-11-10
332580,2014-11-14
332580,2014-11-22
332580,2014-11-23
332580,2014-11-26
332580,2014-11-28
332580,2014-11-30
332580,2014-12-09
332580,2014-12-11
332580,2014-12-13
332580,2014-12-22
332580,2014-12-24
332580,2014-12-28
332580,2015-01-03
332580,2015-01-11
332580,2015-01-15
332580,2015-01-18
332580,2015-01-21
332580,2015-01-25
332580,2015-01-30
332580,2015-02-02
332580,2015-02-04
332580,2015-02-12
332580,2015-02-15
332580,2015-02-20
332580,2015-02-22
332580,2015-02-25
332580,2015-03-08
332580,2015-03-15
332580,2015-04-02
332580,2015-04-05
332580,2015-04-14
332580,2015-04-19
332580,2015-04-24
332580,2015-04-27
332580,2015-04-30
332580,2015-05-04
332580,2015-05-08
332580,2015-05-14
332580,2015-05-17
332580,2015-05-22
332580,2015-06-02
332580,2015-06-06
332580,2015-06-11
332580,2015-06-15
332580,2015-06-21
332580,2015-06-23
332580,2015-06-27
332580,2015-07-01
332580,2015-07-06
332580,2015-07-17
332580,2015-07-20
332580,2015-07-23
332580,2015-07-26
332580,2015-07-29
332580,2015-08-02
332580,2015-08-09
332580,2015-08-11
332580,2015-08-15
332580,2015-08-17
332580,2015-08-21
332580,2015-08-24
332580,2015-08-26
332580,2015-09-04
332580,2015-09-07
332580,2015-09-09
332580,2015-09-18
332580,2015-09-21
332580,2015-09-22
332580,2015-09-24
332580,2015-10-01
332580,2015-10-03
332580,2015-10-08
332580,2015-10-11
332580,2015-10-12
332580,2015-10-16
332580,2015-10-18
332580,2015-10-22
332580,2015-10-29
332580,2015-10-31
332580,2015-11-03
332580,2015-11-06
332580,2015-11-08
332580,2015-11-11
332580,2015-11-13
332580,2015-11-15
332580,2015-11-23
332580,2015-11-29
332580,2015-12-04
332580,2015-12-06
332580,2015-12-10
332580,2015-12-14
332580,2015-12-20
332580,2015-12-30
332580,2016-01-03
332580,2016-01-15
332580,2016-01-17
332580,2016-01-24
332580,2016-02-01
332580,2016-02-03
332580,2016-02-11
332580,2016-02-14
332580,2016-02-19
332580,2016-02-24
332580,2016-02-27
332580,2016-02-29
332580,2016-03-03
332580,2016-03-12
332580,2016-03-13
332580,2016-03-17
332580,2016-03-22
332580,2016-03-27
332580,2016-04-02
332580,2016-04-06
332580,2016-04-10
332580,2016-04-15
332580,2016-04-17
332580,2016-04-25
332580,2016-04-29
332580,2016-05-05
332580,2016-05-08
332580,2016-05-16
332580,2016-05-21
332580,2016-05-22
332580,2016-05-26
332580,2016-05-29
332580,2016-05-31
332580,2016-06-05
332580,2016-06-08
332580,2016-06-10
332580,2016-06-13
332580,2016-06-20
332580,2016-06-26
332580,2016-07-07
332580,2016-07-11
332580,2016-07-15
332580,2016-07-19
332580,2016-07-23
332580,2016-07-25
332580,2016-07-31
332580,2016-08-05
332580,2016-08-20
332580,2016-08-28
332580,2016-08-31
332580,2016-09-07
332580,2016-09-16
332580,2016-09-22
332580,2016-09-26
332580,2016-10-05
332580,2016-10-07
332580,2016-11-03
332580,2016-11-20
332580,2016-12-03
332580,2016-12-17
332580,2017-01-01
332580,2017-04-29
332580,2017-05-28
332580,2017-06-12
332580,2017-07-09
332580,2017-08-27
332580,2017-09-09
332580,2017-09-15
332580,2017-09-28
332580,2017-10-01
332580,2017-10-14
332580,2017-12-15
332580,2018-04-12
332580,2018-06-11
332580,2018-08-19
332580,2018-08-26
332580,2018-09-17
332580,2018-09-22
332580,2018-10-06
332580,2018-10-25
332580,2018-12-03
332580,2018-12-14
332580,2019-04-08
332580,2019-05-12
332580,2019-06-03
332580,2019-06-09
332580,2019-06-17
332580,2019-10-21
332580,2019-11-26
360142,2012-05-28
360142,2012-06-12
360142,2012-06-24
360142,2012-06-25
360142,2012-07-06
360142,2012-07-08
360142,2012-07-17
360142,2012-07-19
360142,2012-07-30
360142,2012-08-04
360142,2012-08-10
360142,2012-08-14
360142,2012-09-17
360142,2012-10-01
360142,2012-10-25
360142,2013-04-06
360142,2013-08-03
360142,2013-08-17
360142,2014-03-27
360142,2014-05-11
360142,2014-06-10
360142,2014-07-27
360142,2015-03-01
360142,2015-03-15
360142,2015-05-10
360142,2015-05-23
360142,2015-06-01
360142,2015-07-31
360142,2015-12-02
360142,2015-12-24
360142,2016-01-03
360142,2016-03-31
360142,2016-06-30
360142,2016-07-31
360142,2016-09-07
360142,2017-04-29
360142,2017-12-03
360142,2017-12-11
360142,2018-05-04
360142,2018-08-13
360142,2018-08-30
360142,2018-11-02
360142,2018-11-18
360142,2019-06-29
360142,2019-08-31
360142,2019-10-31
360142,2020-04-08
363327,2013-10-30
363327,2014-03-03
363327,2014-08-21
363327,2015-10-11
363327,2016-06-01
363327,2016-08-25
363327,2016-09-03
363327,2016-09-05
363327,2016-09-09
363327,2017-04-02
363327,2017-04-06
363327,2017-05-26
363327,2017-09-01
363327,2017-09-09
363327,2017-09-15
363327,2018-06-25
363327,2018-07-24
363327,2018-11-10
363327,2019-03-10
363327,2019-06-26
363327,2019-07-12
363327,2019-07-22
363327,2019-09-30
363327,2019-11-07
363327,2020-01-01
363327,2020-01-12
363327,2020-03-09
371588,2012-08-28
371588,2012-09-22
371588,2012-10-09
371588,2012-11-19
371588,2012-11-27
371588,2012-12-08
371588,2012-12-15
371588,2012-12-17
371588,2013-02-11
371588,2013-02-22
371588,2013-03-02
371588,2013-03-07
371588,2013-04-02
371588,2013-04-18
371588,2013-05-07
371588,2013-06-04
371588,2013-06-20
371588,2013-06-24
371588,2013-09-08
371588,2013-10-22
371588,2013-12-16
371588,2014-03-03
371588,2014-05-19
371588,2014-06-11
371588,2014-06-29
371588,2014-08-26
371588,2014-11-13
371588,2014-11-25
371588,2014-12-01
371588,2014-12-05
371588,2014-12-15
371588,2014-12-24
371588,2014-12-28
371588,2015-02-09
371588,2015-03-02
371588,2015-03-11
371588,2015-04-02
371588,2015-04-14
371588,2015-05-27
371588,2015-06-09
371588,2015-07-06
371588,2015-08-10
371588,2015-08-20
371588,2015-09-05
371588,2015-09-14
371588,2015-10-22
371588,2015-10-28
371588,2015-11-08
371588,2015-11-16
371588,2015-11-27
371588,2015-12-01
371588,2015-12-05
371588,2015-12-14
371588,2015-12-18
371588,2016-01-11
371588,2016-02-01
371588,2016-04-21
371588,2016-05-07
371588,2016-05-23
371588,2016-06-07
371588,2016-08-14
371588,2016-09-26
371588,2017-04-02
371588,2017-11-20
371588,2018-04-09
371588,2018-05-27
371588,2018-06-21
371588,2018-10-07
371588,2018-11-25
371588,2019-03-24
371588,2019-08-27
387073,2012-07-02
387073,2012-10-02
387073,2012-11-19
387073,2012-11-25
387073,2012-11-26
387073,2012-12-03
387073,2012-12-04
387073,2012-12-11
387073,2012-12-15
387073,2013-02-11
387073,2013-02-22
387073,2013-02-26
387073,2013-03-04
387073,2013-03-11
387073,2013-03-19
387073,2013-03-28
387073,2013-04-06
387073,2013-04-08
387073,2013-05-07
387073,2013-05-13
387073,2013-05-27
387073,2013-06-02
387073,2013-06-11
387073,2013-06-11
387073,2013-06-28
387073,2013-07-01
387073,2013-07-09
387073,2013-07-26
387073,2013-07-29
387073,2013-08-01
387073,2013-08-06
387073,2013-09-14
387073,2013-09-23
387073,2013-11-02
387073,2013-11-30
387073,2013-12-03
387073,2014-02-24
387073,2014-03-03
387073,2014-04-14
387073,2014-05-12
387073,2014-06-10
387073,2014-06-26
387073,2014-07-14
387073,2014-07-22
387073,2014-07-29
387073,2014-08-12
387073,2014-08-21
387073,2014-08-27
387073,2014-09-16
387073,2014-10-28
387073,2014-11-03
387073,2014-11-10
387073,2014-11-19
387073,2014-11-24
387073,2014-12-15
387073,2015-03-02
387073,2015-03-17
387073,2015-04-13
387073,2015-05-05
387073,2015-05-19
387073,2015-06-09
387073,2015-07-17
387073,2015-07-21
387073,2015-07-29
387073,2015-08-03
387073,2015-08-07
387073,2015-08-10
387073,2015-08-14
387073,2015-08-18
387073,2015-10-26
387073,2016-03-16
387073,2016-03-29
387073,2016-04-11
387073,2016-04-24
387073,2016-05-01
387073,2016-05-02
387073,2016-05-08
387073,2016-05-14
387073,2016-05-22
387073,2016-06-05
387073,2016-06-13
387073,2016-06-20
387073,2016-07-03
387073,2016-07-08
387073,2016-07-10
387073,2016-07-18
